index_,date_,location_type,grade,display_grade,location,color,description,wall_type,hold_type,style,setter
200184,2018-08-24,outdoor,6,V6,Mount Tamalpais,blue,Girl Power,face,crimp,natural,
200185,2018-09-02,outdoor,5,V5,Red Rocks,orange,The Pearl,face,crimp,natural,Randal Grandstaff
200186,2018-09-02,outdoor,4,V4,Red Rocks,green,Jenna’s Jewelry,face,jug,dyno,
200187,2018-09-03,outdoor,1,V1,Mount Charleston,blue,"Thread Problem, Right Exit",face,crimp,natural,
200188,2018-09-11,outdoor,1,V1,"Bishop, Sky Rock Area",green,Face climb,face,crimp,natural,FA
200189,2018-09-23,outdoor,2,V2,Bishop Sad Boulders,green,Emma’s Problem,overhang,crimp,natural,
200190,2018-09-23,outdoor,4,V4,Bishop Sad Boulders,blue,The Fang,cave,crimp,natural,Zach Shields
200191,2018-09-24,outdoor,1,V1,"Bishop, Sky Rock Area",green,City of Daggers,face,crimp,natural,FA
200192,2018-10-22,outdoor,6,V6,"Mitake Boulders, Japan",orange,"Dead End, Right Exit",face,crimp,natural,
200193,2018-12-01,outdoor,0,V0,"Bishop, Sky Rock Area",green,Brittle Skidaddle,face,crimp,natural,FA
200194,2018-12-08,outdoor,6,V6,Bishop Sad Boulders,orange,French Press,slab,"crimp, sloper",natural,Tim Medina
200195,2018-12-10,outdoor,3,V3,Bishop Happy Boulders,blue,Black Magic,slab,crimp,natural,
200196,2019-01-10,outdoor,6,V6,Bishop Buttermilks,orange,Seven Spanish Angels,face,pinch,dyno,"Jason Jackson, Greg Haverstock"
200197,2019-01-27,outdoor,8,V8,Castle Rock,red,Static Reach,overhang,"crimp, pinch",natural,
200198,2019-02-17,outdoor,3,V3,Henderson Boulders,blue,Warm Up Arete,arete,crimp,natural,
200199,2019-02-18,outdoor,2,V2,Henderson Boulders,green,Unnamed Left Face on the Downstream Boulders,face,crimp,natural,
200200,2019-02-18,outdoor,5,V5,Henderson Boulders,orange,Warm Enough,cave,jug,natural,
200201,2019-02-18,outdoor,0,V0,Keyhole Canyon,green,Fleur de Lis,slab,jug,natural,
200202,2019-02-18,outdoor,1,V1,Keyhole Canyon,green,Left Chunky Face,face,crimp,natural,
200203,2019-02-18,outdoor,2,V2,Keyhole Canyon,green,Plastic Man,face,"crimp, jug",natural,
200204,2019-02-19,outdoor,3,V3,Bishop Happy Boulders,blue,Joseph,face,crimp,natural,
200205,2019-02-20,outdoor,7,V7,Red Rocks,orange,Angel Dyno,face,"crimp, jug",dyno,John Long
200206,2019-03-10,outdoor,5,V5,Bishop Happy Boulders,orange,Slap Happy Traverse,overhang,pinch,natural,Rebecca Blakeslee
200207,2019-03-10,outdoor,2,V2,Bishop Happy Boulders,green,Solarium Dyno,face,jug,dyno,
200208,2019-03-10,outdoor,3,V3,Bishop Happy Boulders,green,Carrot Top,face,crimp,natural,
200209,2019-03-16,outdoor,5,V5,Bishop Happy Boulders,orange,Groundwater,overhang,crimp,natural,
200210,2019-03-28,outdoor,4,V4,Red Rocks,blue,Jones’n,face,crimp,natural,
200211,2019-03-29,outdoor,1,V1,Red Rocks,green,Perfect Poser (The Cube),face,crimp,natural,
200212,2019-03-29,outdoor,3,V3,Red Rocks,green,Sorange,face,crimp,natural,
200213,2019-03-30,outdoor,4,V4,Red Rocks,blue,Jenna’s Jewelry,face,crimp,natural,
200214,2019-04-08,outdoor,3,V3,Berkeley Indian Rock,blue,Center Overhang,overhang,crimp,natural,
200215,2019-04-08,outdoor,3,V3,Berkeley Indian Rock,green,Flake Traverse,face,crimp,natural,
200216,2019-05-12,outdoor,3,V3,Salt Point State Park,orange,Johnny Cash,variable,sloper,dyno,
200217,2019-06-23,outdoor,3,V3,"South Lake Tahoe, California Alpine Club",green,Three Bangs,arete,crimp,natural,
200218,2019-06-23,outdoor,3,V3,"South Lake Tahoe, California Alpine Club",green,Wood Nymph Early Exit,slab,crimp,natural,
200219,2019-07-01,outdoor,3,V3,Mount Lassen,green,Got Surprised,face,crimp,natural,
200220,2019-07-01,outdoor,4,V4,Mount Lassen,blue,Widebeast,overhang,crimp,natural,
200221,2019-07-05,outdoor,5,V5,Black Mountain,orange,Gypsy’s Link Up,overhang,crimp,natural,
200222,2019-07-05,outdoor,3,V3,Black Mountain,green,Central Basin Arete,arete,crimp,natural,
200223,2019-07-05,outdoor,4,V4,Black Mountain,blue,Central Basin Traverse,face,crimp,natural,
200224,2019-07-05,outdoor,3,V3,Black Mountain,blue,Pink Crack,face,"crimp, pinch",natural,
200225,2019-07-06,outdoor,1,V1,Palm Springs Aerial Tramway,green,Line Dance,overhang,jug,natural,D. Roth
200226,2019-07-06,outdoor,4,V4,Palm Springs Aerial Tramway,blue,Humping the Walrus,variable,sloper,natural,Chad Gilbert
200227,2019-07-06,outdoor,3,V3,Palm Springs Aerial Tramway,green,Breakdance,face,jug,dyno,A. Dornan
200228,2019-07-06,outdoor,7,V7,Palm Springs Aerial Tramway,orange,Swing Dance,overhang,crimp,dyno,A. Dornan
200229,2019-07-07,outdoor,1,V1,Palm Springs Aerial Tramway,blue,Unnamed V1 (#374),face,"crimp, sloper",mantle,
200230,2019-07-07,outdoor,5,V5,Palm Springs Aerial Tramway,orange,Dancing Queen (aka. The Cube),arete,sloper,natural,Frank Cornelius
200231,2019-07-12,outdoor,6,V6,Stinson Beach,orange,Smiley Face,face,crimp,natural,
200232,2019-08-15,outdoor,7,V7,Squamish,orange,The Fuzz,face,"crimp, sloper, pinch",natural,Nick Gibbs
200233,2019-08-15,outdoor,4,V4,Squamish,blue,Titanic Dyno,face,jug,dyno,Nick Gibbs
200234,2019-08-16,outdoor,7,V7,Squamish,orange,Anubis,overhang,crimp,natural,Brad Tkachuk
200235,2019-08-17,outdoor,1,V1,Squamish,green,Cheese Grater,slab,jug,natural,Stu Worrall
200236,2019-08-17,outdoor,2,V2,Squamish,blue,Slingshot,face,crimp,natural,Jack Fieldhouse
200237,2019-08-17,outdoor,5,V5,Squamish,orange,Wafer Thin,face,crimp,natural,Nick Gibbs
200238,2019-08-17,outdoor,4,V4,Squamish,green,Golden Bowl Stand,face,crimp,dyno,Nick Gibbs
200239,2019-10-06,outdoor,4,V4,Tuolumne Meadows,blue,"The Arete, Right Exit",overhang,crimp,natural,
200240,2019-10-06,outdoor,4,V4,Tuolumne Meadows,blue,Solar Flare,variable,crimp,natural,
200241,2019-10-07,outdoor,2,V2,Tuolumne Meadows,green,Erik’s Picnic,face,crimp,natural,
200242,2019-10-07,outdoor,3,V3,Tuolumne Meadows,green,Wood Deliverer,face,crimp,natural,
200243,2019-10-07,outdoor,6,V6,Tuolumne Meadows,orange,G23 Arete,arete,crimp,natural,
200244,2019-10-08,outdoor,4,V4,Tuolumne Meadows,blue,The Roof,overhang,"crimp, pinch",natural,
200245,2019-10-21,outdoor,6,V6,Yosemite,orange,Munchkin Lunge,overhang,crimp,dyno,
200246,2019-10-21,outdoor,3,V3,Yosemite,blue,No Fur,face,"crimp, sloper",natural,
200247,2019-10-21,outdoor,6,V6,Yosemite,orange,Silent Spotter,overhang,crimp,natural,
200248,2019-10-21,outdoor,4,V4,Yosemite,blue,Unnamed Lip Traverse,overhang,sloper,dyno,
200249,2019-10-26,outdoor,5,V5,Yosemite,orange,Blue Suede Shoes,slab,crimp,natural,
200250,2019-11-03,outdoor,1,V1,Bishop Happy Boulders,blue,"Loaded, Eliminate",slab,crimp,natural,
200251,2019-11-03,outdoor,5,V5,Bishop Happy Boulders,orange,Molly,face,crimp,natural,Craig Smith
200252,2019-11-11,outdoor,3,V3,Castle Rock,blue,Let’s Get Hurt,face,"jug, sloper",mantle,Mike Hernandez
200253,2019-11-11,outdoor,4,V4,Castle Rock,blue,"Coz Daddy, Early Exit",overhang,"crimp, pinch",natural,Scott Cosgrove
200254,2019-11-11,outdoor,2,V2,Castle Rock,green,The Edge,face,crimp,dyno,
200255,2019-11-11,outdoor,4,V4,Castle Rock,green,Mr. Clean,overhang,sloper,dyno,
200256,2019-11-11,outdoor,4,V4,Castle Rock,blue,The Slope,face,"jug, sloper",mantle,
200257,2019-12-21,outdoor,4,V4,Bishop Happy Boulders,blue,Burning Rubber Necklace,cave,crimp,natural,Russ Walling
200258,2019-12-24,outdoor,6,V6,Joshua Tree,orange,"Chuckawalla, Sit Start",face,crimp,natural,Robert Miramontes
200259,2019-12-25,outdoor,5,V5,Joshua Tree,orange,Black Streak Dyno,face,crimp,dyno,Robert Miramontes
200260,2019-12-25,outdoor,4,V4,Joshua Tree,orange,Secret Samurai,overhang,sloper,natural,Kyle Owen
200261,2019-12-28,outdoor,2,V2,Red Rocks,green,The Black Bitch,slab,crimp,natural,Wendell Broussard
200262,2019-12-29,outdoor,5,V5,Red Rocks,orange,"Southeast Face of The Butt Crack Boulder, Sit Start",face,crimp,natural,
200263,2019-12-31,outdoor,10,V10,Red Rocks,red,Red Wave,overhang,crimp,dyno,Dimitrius Fritz
200264,2020-01-01,outdoor,4,V4,Red Rocks,orange,St. Louis,overhang,crimp,natural,
200265,2020-01-02,outdoor,7,V7,Red Rocks,orange,Monkey Wrench,overhang,crimp,natural,
200266,2020-01-02,outdoor,6,V6,Red Rocks,orange,Equinox,face,crimp,natural,
200267,2020-01-03,outdoor,1,V1,Red Rocks,green,Arete V1 on the Sorange Boulder,face,jug,natural,
200268,2020-01-03,outdoor,1,V1,Red Rocks,green,Heart and Sole Left V1/2,slab,crimp,natural,
200269,2020-01-03,outdoor,1,V1,Red Rocks,green,Arete left V1/2 on the Warm Up Boulder,face,jug,natural,
200270,2020-01-03,outdoor,5,V5,Red Rocks,orange,Welcome to Detroit,variable,"crimp, jug",mantle,
200271,2020-01-04,outdoor,7,V7,Red Rocks,orange,Right Face of the My Tan Boulder V6/7 (#292),face,crimp,natural,
200272,2020-01-04,outdoor,4,V4,Red Rocks,blue,Avian Flu,cave,jug,natural,
200273,2020-01-19,outdoor,2,V2,"Lizard’s Mouth, Santa Barbara",blue,Unnamed V2 Cave,cave,jug,natural,FA?
200274,2020-01-19,outdoor,0,V0,"Lizard’s Mouth, Santa Barbara",green,Yellow Belly,face,crimp,natural,
200275,2020-02-01,outdoor,7,V7,Great Stoneface Park,red,Great Stoneface,overhang,crimp,natural,
200276,2020-02-01,outdoor,6,V6,Great Stoneface Park,orange,Like Mike (Hoop Dreams Eliminate),overhang,jug,dyno,Eugene Ahn
200277,2020-02-09,outdoor,7,V7,Castle Rock,red,Dark Side of the Moon,face,"crimp, sloper",natural,
200278,2020-02-09,outdoor,7,V7,Castle Rock,orange,Asian Invasion,overhang,"crimp, sloper",natural,
200279,2020-05-09,outdoor,2,V2,Nut Tree Boulders,blue,Might have been Jim’s,overhang,crimp,natural,
200280,2020-05-09,outdoor,4,V4,Nut Tree Boulders,blue,Jimis Butt Crack,overhang,crimp,natural,
200281,2020-05-23,outdoor,3,V3,Auburn Quarry,blue,Unnamed V3,overhang,crimp,natural,
200282,2020-05-23,outdoor,4,V4,Auburn Quarry,blue,Unnamed V4 dyno,face,crimp,dyno,
200283,2020-05-25,outdoor,4,V4,"South Lake Tahoe, Loon Lake",blue,Unnamed V4,arete,crimp,natural,
200284,2020-05-25,outdoor,5,V5,"South Lake Tahoe, Loon Lake",orange,Unnamed V5,slab,crimp,natural,
200285,2020-05-31,outdoor,5,V5,Mickey’s Beach,blue,Unnamed V5,overhang,crimp,natural,FA?
200286,2020-05-31,outdoor,5,V5,Mickey’s Beach,orange,Grace Face,face,crimp,natural,
200287,2020-05-31,outdoor,4,V4,Mickey’s Beach,blue,Gold Wall,overhang,pinch,natural,
200288,2020-06-12,outdoor,4,V4,"North Lake Tahoe, Rainbow",blue,Raincheck,overhang,crimp,natural,
200289,2020-06-12,outdoor,3,V3,"North Lake Tahoe, Rainbow",green,Unnamed V3,face,crimp,natural,
200290,2020-06-12,outdoor,2,V2,"North Lake Tahoe, Rainbow",green,Unnamed V2,face,jug,natural,
200291,2020-06-12,outdoor,2,V2,"North Lake Tahoe, Rainbow",green,Unnamed V2,face,crimp,natural,
200292,2020-06-21,outdoor,7,V7,Mount Tamalpais,orange,The Little Adventure,overhang,crimp,natural,
200293,2020-06-27,outdoor,4,V4,"South Lake Tahoe, The Freaks",green,One Hitter,overhang,crimp,natural,
200294,2020-06-27,outdoor,3,V3,"South Lake Tahoe, The Freaks",blue,Fully Loaded,overhang,crimp,natural,
200295,2020-06-27,outdoor,7,V7,"South Lake Tahoe, The Freaks",red,Morning Wood,overhang,crimp,natural,
200296,2020-06-28,outdoor,3,V3,"South Lake Tahoe, Pie Shop",green,Unnamed V3 on Powersauce Boulder,face,crimp,natural,
200297,2020-07-03,outdoor,7,V7,"South Lake Tahoe, Pie Shop",orange,Powersauce,overhang,crimp,mantle,
200298,2020-07-03,outdoor,2,V2,"South Lake Tahoe, Pie Shop",green,Rubber Checker,slab,crimp,natural,
200299,2020-07-03,outdoor,5,V5,"South Lake Tahoe, Pie Shop",blue,Flying Birdie,face,jug,dyno,
200300,2020-07-04,outdoor,1,V1,"South Lake Tahoe, Erratica",blue,Left Unnamed V1 on Pumpkin Spice,slab,crimp,natural,
200301,2020-07-04,outdoor,1,V1,"South Lake Tahoe, Erratica",blue,Middle Unnamed V1 on Pumpkin Spice,slab,crimp,natural,
200302,2020-07-04,outdoor,2,V2,"South Lake Tahoe, Erratica",green,Unnamed V2 on Pumpkin Spice,slab,crimp,natural,
200303,2020-07-04,outdoor,4,V4,"South Lake Tahoe, Erratica",blue,Unnamed V4 on Pumpkin Spice,slab,crimp,natural,
200304,2020-07-04,outdoor,6,V6,"South Lake Tahoe, Erratica",orange,Vision Quest,overhang,"crimp, jug",natural,
200305,2020-07-05,outdoor,4,V4,"South Lake Tahoe, Christmas Valley",blue,Toadstool Sandwich,face,crimp,natural,
200306,2020-07-05,outdoor,5,V5,"South Lake Tahoe, Christmas Valley",blue,Arsenic Sauce,face,crimp,dyno,
200307,2020-07-05,outdoor,7,V7,"South Lake Tahoe, Christmas Valley",red,You’re a Mean One,face,"crimp, sloper",natural,
200308,2020-07-05,outdoor,4,V4,"South Lake Tahoe, Christmas Valley",orange,Tall Boy,face,crimp,natural,
200309,2020-07-06,outdoor,4,V4,"South Lake Tahoe, Rainbow",black,Masterwork,variable,crimp,natural,
200310,2020-07-08,outdoor,5,V5,Berkeley Mortar Rock,blue,The Boys’ Problem,face,crimp,natural,
200311,2020-07-11,outdoor,6,V6,"South Lake Tahoe, Erratica",blue,Boing Dexter,overhang,crimp,dyno,
200312,2020-07-11,outdoor,7,V7,"South Lake Tahoe, Erratica",orange,Boing Dexterity,overhang,crimp,natural,
200313,2020-07-11,outdoor,5,V5,"South Lake Tahoe, The Freaks",orange,Bong Water,cave,"crimp, jug",natural,
200314,2020-07-11,outdoor,7,V7,"South Lake Tahoe, The Freaks",orange,Subterranean,cave,"crimp, jug",natural,
200315,2020-07-16,outdoor,6,V6,Grizzly Peak,orange,Baby Reverse Traverse,overhang,"crimp, jug",natural,
200316,2020-07-18,outdoor,7,V7,Grizzly Peak,orange,Scott’s Arete,overhang,"crimp, jug, sloper",dyno,
200317,2020-07-23,outdoor,2,V2,"Ring Mountain, Turtle Rock",green,"The Crimper, Right Variation",face,crimp,natural,
200318,2020-07-23,outdoor,2,V2,"Ring Mountain, Turtle Rock",green,The Seam,face,crimp,natural,
200319,2020-07-23,outdoor,2,V2,"Ring Mountain, Turtle Rock",green,The Flake,face,"crimp, jug",natural,
200320,2020-07-23,outdoor,3,V3,"Ring Mountain, Turtle Rock",green,The Reach,face,crimp,natural,
200321,2020-07-23,outdoor,2,V2,"Ring Mountain, Turtle Rock",green,Undercling,face,"crimp, jug",natural,
200322,2020-07-23,outdoor,2,V2,"Ring Mountain, Turtle Rock",green,The Crimper,face,crimp,natural,
200323,2020-07-23,outdoor,0,V0,"Ring Mountain, Turtle Rock",green,Sloper Route,face,sloper,mantle,
200324,2020-07-23,outdoor,6,V6,"Ring Mountain, Turtle Rock",orange,Party Trick,face,"crimp, jug",comp,FA?
200325,2020-07-25,outdoor,4,V4,Salt Point State Park,blue,Sabertooth,overhang,jug,natural,
200326,2020-07-31,outdoor,4,V4,"South Lake Tahoe, Pie Shop",green,Liquid Metal,face,crimp,natural,
200327,2020-08-01,outdoor,6,V6,"South Lake Tahoe, Beavers",orange,Cujo,overhang,"crimp, sloper",natural,
200328,2020-08-01,outdoor,4,V4,"South Lake Tahoe, Beavers",orange,"Distilled Iron, Right Exit",face,"crimp, sloper",natural,
200329,2020-08-01,outdoor,6,V6,"South Lake Tahoe, DB Bliss",orange,Hole Punch,face,"crimp, jug",natural,
200330,2020-08-02,outdoor,4,V4,"South Lake Tahoe, Clearview Boulders",blue,"Lovely Little Pond, Left Exit",face,crimp,natural,
200331,2020-08-02,outdoor,3,V3,"South Lake Tahoe, Clearview Boulders",blue,Unnamed V3,arete,crimp,natural,
200332,2020-08-02,outdoor,4,V4,"South Lake Tahoe, Clearview Boulders",blue,Land Trout,overhang,crimp,natural,
200333,2020-08-15,outdoor,9,V9,"South Lake Tahoe, Pie Shop",red,American Gladiator,face,crimp,natural,
200334,2020-08-16,outdoor,4,V4,"North Lake Tahoe, Rainbow",orange,Milano Munchkin,variable,"crimp, sloper",natural,
200335,2020-09-05,outdoor,5,V5,"Priest Draw, Flagstaff",orange,The Whip and Cross,face,crimp,natural,
200336,2020-09-06,outdoor,4,V4,"Priest Draw, Flagstaff",blue,Flexi Flake,face,crimp,natural,
200337,2020-09-06,outdoor,4,V4,"Priest Draw, Flagstaff",blue,Mother of All Boulders (M.O.A.B),cave,jug,natural,
200338,2020-09-06,outdoor,1,V1,"Priest Draw, Flagstaff",green,"The Fin, Bat Roof",cave,jug,natural,
200339,2020-09-08,outdoor,2,V2,"Priest Draw, Flagstaff",green,Sister Beater,face,crimp,natural,
200340,2020-09-10,outdoor,4,V4,"Priest Draw, Flagstaff",blue,Unnamed V4 Dyno,face,jug,dyno,
200341,2020-09-12,outdoor,4,V4,"Priest Draw, Flagstaff",blue,The Yoker,overhang,"crimp, jug",natural,
200342,2020-09-12,outdoor,4,V4,"Priest Draw, Flagstaff",blue,Dope Smoker,overhang,"crimp, jug",natural,
200343,2020-09-12,outdoor,5,V5,"Priest Draw, Flagstaff",blue,Big Ed’s Flying Saucer,cave,jug,natural,
200344,2020-09-12,outdoor,3,V3,"Priest Draw, Flagstaff",green,Unnamed V3,cave,jug,natural,
200345,2020-09-13,outdoor,5,V5,"Priest Draw, Flagstaff",orange,The Hermit,cave,jug,natural,
200346,2020-09-13,outdoor,5,V5,"Priest Draw, Flagstaff",orange,"Black Hole, Stand Start",overhang,crimp,natural,
200347,2020-09-13,outdoor,6,V6,"Priest Draw, Flagstaff",orange,Disco Polly,overhang,crimp,natural,
200348,2020-09-22,outdoor,1,V1,"Big Bend, Moab",blue,Center Start,face,crimp,natural,
200349,2020-09-23,outdoor,3,V3,"Priest Draw, Flagstaff",blue,Bat Roof,cave,"crimp, jug",natural,
200350,2020-09-23,outdoor,6,V6,"Priest Draw, Flagstaff",red,Anorexic Sacrifice,cave,"crimp, jug, sloper",natural,
200351,2020-09-25,outdoor,5,V5,"Priest Draw, Flagstaff",green,F-Tard,face,crimp,natural,
200352,2020-09-25,outdoor,9,V9,"Priest Draw, Flagstaff",red,Pelo Del Perro,face,crimp,dyno,
200353,2020-09-25,outdoor,9,V9,"Priest Draw, Flagstaff",red,Carne Cabezo,face,crimp,dyno,
200354,2020-10-18,outdoor,7,V7,"South Lake Tahoe, The Freaks",orange,Dave Rasta’s Hair,overhang,crimp,natural,
200355,2020-10-19,outdoor,7,V7,"South Lake Tahoe, The Freaks",orange,"Girls on Film, Stand Start",face,crimp,dyno,
200356,2020-10-25,outdoor,5,V5,"Joe’s Valley, Left Fork",blue,Kill by Numbers,overhang,crimp,natural,
200357,2020-10-25,outdoor,7,V7,"Joe’s Valley, Left Fork",red,Big Joe,overhang,crimp,natural,
200358,2020-10-26,outdoor,5,V5,Moe’s Valley,blue,The Goose,overhang,jug,natural,
200359,2020-10-26,outdoor,6,V6,Moe’s Valley,orange,Pink Lady,overhang,jug,natural,
200360,2020-10-26,outdoor,5,V5,Moe’s Valley,orange,Backhoe Traverse,variable,crimp,natural,
200361,2020-10-27,outdoor,4,V4,"Joe’s Valley, Left Fork",green,K-Town,slab,crimp,natural,
200362,2020-10-27,outdoor,4,V4,"Joe’s Valley, Left Fork",green,Unnamed V4,slab,crimp,natural,
200363,2020-10-27,outdoor,4,V4,"Joe’s Valley, Left Fork",blue,Shit,slab,crimp,natural,
200364,2020-10-28,outdoor,5,V5,"Joe’s Valley, New Joe’s",blue,Stumble Bum Traverse,overhang,jug,natural,
200365,2020-10-28,outdoor,6,V6,"Joe’s Valley, New Joe’s",blue,Fart Fig,face,crimp,natural,
200366,2020-10-28,outdoor,3,V3,"Joe’s Valley, New Joe’s",blue,Joe Cool,face,crimp,natural,
200367,2020-10-28,outdoor,7,V7,"Joe’s Valley, New Joe’s",red,Big Boy,overhang,crimp,natural,
200368,2020-10-28,outdoor,7,V7,"Joe’s Valley, New Joe’s",orange,Pocket Rocket,face,jug,dyno,
200369,2020-10-29,outdoor,6,V6,"Joe’s Valley, Left Fork",orange,Wills of Fire,overhang,"crimp, sloper",natural,
200370,2020-10-29,outdoor,4,V4,"Joe’s Valley, Right Fork",blue,Caveman,overhang,jug,natural,
200371,2020-10-29,outdoor,4,V4,"Joe’s Valley, Right Fork",blue,Sling Blade,face,crimp,dyno,
200372,2020-10-30,outdoor,2,V2,"Joe’s Valley, Left Fork",blue,The Angler,face,sloper,natural,
200373,2020-10-30,outdoor,6,V6,"Joe’s Valley, Dairy Canyon",orange,Vertical Ice,face,crimp,natural,
200374,2020-10-30,outdoor,3,V3,"Joe’s Valley, Dairy Canyon",blue,Vertical Limit,face,jug,mantle,
200375,2020-11-11,outdoor,1,V1,Grizzly Peak,green,Tractor Pull Traverse,face,crimp,natural,
200376,2020-11-11,outdoor,7,V7,Grizzly Peak,orange,Scott’s Roof,overhang,"crimp, sloper",dyno,
200377,2020-12-21,outdoor,8,V8,Moe’s Valley,red,Spitting Venom,overhang,crimp,natural,
200378,2020-12-22,outdoor,5,V5,Moe’s Valley,orange,Thundercats are Go,cave,jug,natural,
200379,2020-12-23,outdoor,5,V5,Moe’s Valley,orange,Huntsman Graffiti,face,crimp,natural,
200380,2020-12-23,outdoor,6,V6,Moe’s Valley,orange,A Word From Our Sponsor,face,crimp,natural,
200381,2020-12-23,outdoor,3,V3,Moe’s Valley,blue,Hermione,face,crimp,natural,
200382,2020-12-23,outdoor,5,V5,Moe’s Valley,orange,Solid Toad,face,crimp,natural,
200383,2020-12-27,outdoor,7,V7,Moe’s Valley,red,Gravity Breach,overhang,crimp,natural,
200384,2021-01-20,outdoor,4,V4,Castle Rock,blue,Tree Route,face,crimp,natural,
